Newcastle,Liverpool,1,1
Burnley,West Ham,1,1
Crystal Palace,Chelsea,2,1
Liverpool,Man United,0,0
Man City,Stoke,7,2
Swansea,Huddersfield,2,0
Tottenham,Bournemouth,1,0
Watford,Arsenal,2,1
Brighton,Everton,1,1
Southampton,Newcastle,2,2
Leicester,West Brom,1,1
West Ham,Brighton,0,3
Chelsea,Watford,4,2
Huddersfield,Man United,2,1
Man City,Burnley,3,0
Newcastle,Crystal Palace,1,0
Southampton,West Brom,1,0
Stoke,Bournemouth,1,2
Swansea,Leicester,1,2
Everton,Arsenal,2,5
Tottenham,Liverpool,4,1
Arsenal,Swansea,2,1
Bournemouth,Chelsea,0,1
Crystal Palace,West Ham,2,2
Liverpool,Huddersfield,3,0
Man United,Tottenham,1,0
Watford,Stoke,0,1
West Brom,Man City,2,3
Brighton,Southampton,1,1
Leicester,Everton,2,0
Burnley,Newcastle,1,0
Huddersfield,West Brom,1,0
Newcastle,Bournemouth,0,1
Southampton,Burnley,0,1
Stoke,Leicester,2,2
Swansea,Brighton,0,1
West Ham,Liverpool,1,4
Chelsea,Man United,1,0
Everton,Watford,3,2
Man City,Arsenal,3,1
Tottenham,Crystal Palace,1,0
Arsenal,Tottenham,2,0
Bournemouth,Huddersfield,4,0
Burnley,Swansea,2,0
Crystal Palace,Everton,2,2
Leicester,Man City,0,2
Liverpool,Southampton,3,0
Man United,Newcastle,4,1
West Brom,Chelsea,0,4
Watford,West Ham,2,0
Brighton,Stoke,2,2
West Ham,Leicester,1,1
Crystal Palace,Stoke,2,1
Liverpool,Chelsea,1,1
Man United,Brighton,1,0
Newcastle,Watford,0,3
Swansea,Bournemouth,0,0
Tottenham,West Brom,1,1
Burnley,Arsenal,0,1
Huddersfield,Man City,1,2
Southampton,Everton,4,1
Brighton,Crystal Palace,0,0
Leicester,Tottenham,2,1
Watford,Man United,2,4
West Brom,Newcastle,2,2
Arsenal,Huddersfield,5,0
Bournemouth,Burnley,1,2
Chelsea,Swansea,1,0
Everton,West Ham,4,0
Man City,Southampton,2,1
Stoke,Liverpool,0,3
Arsenal,Man United,1,3
Brighton,Liverpool,1,5
Chelsea,Newcastle,3,1
Everton,Huddersfield,2,0
Leicester,Burnley,1,0
Stoke,Swansea,2,1
Watford,Tottenham,1,1
West Brom,Crystal Palace,0,0
Bournemouth,Southampton,1,1
Man City,West Ham,2,1
Burnley,Watford,1,0
Crystal Palace,Bournemouth,2,2
Huddersfield,Brighton,2,0
Newcastle,Leicester,2,3
Swansea,West Brom,1,0
Tottenham,Stoke,5,1
West Ham,Chelsea,1,0
Liverpool,Everton,1,1
Man United,Man City,1,2
Southampton,Arsenal,1,1
Burnley,Stoke,1,0
Crystal Palace,Watford,2,1
Huddersfield,Chelsea,1,3
Liverpool,West Brom,0,0
Man United,Bournemouth,1,0
Newcastle,Everton,0,1
Southampton,Leicester,1,4
Swansea,Man City,0,4
Tottenham,Brighton,2,0
West Ham,Arsenal,0,0
Arsenal,Newcastle,1,0
Brighton,Burnley,0,0
Chelsea,Southampton,1,0
Leicester,Crystal Palace,0,3
Man City,Tottenham,4,1
Stoke,West Ham,0,3
Watford,Huddersfield,1,4
Bournemouth,Liverpool,0,4
West Brom,Man United,1,2
Everton,Swansea,3,1
Arsenal,Liverpool,3,3
Brighton,Watford,1,0
Burnley,Tottenham,0,3
Everton,Chelsea,0,0
Leicester,Man United,2,2
Man City,Bournemouth,4,0
Southampton,Huddersfield,1,1
Stoke,West Brom,3,1
Swansea,Crystal Palace,1,1
West Ham,Newcastle,2,3
Bournemouth,West Ham,3,3
Chelsea,Brighton,2,0
Huddersfield,Stoke,1,1
Liverpool,Swansea,5,0
Man United,Burnley,2,2
Tottenham,Southampton,5,2
Watford,Leicester,2,1
West Brom,Everton,0,0
Newcastle,Man City,0,1
Crystal Palace,Arsenal,2,3
Bournemouth,Everton,2,1
Chelsea,Stoke,5,0
Huddersfield,Burnley,0,0
Liverpool,Leicester,2,1
Man United,Southampton,0,0
Newcastle,Brighton,0,0
Watford,Swansea,1,2
Crystal Palace,Man City,0,0
West Brom,Arsenal,1,1
Brighton,Bournemouth,2,2
Burnley,Liverpool,1,2
Everton,Man United,0,2
Leicester,Huddersfield,3,0
Stoke,Newcastle,0,1
Man City,Watford,3,1
Southampton,Crystal Palace,1,2
Swansea,Tottenham,0,2
West Ham,West Brom,2,1
Arsenal,Chelsea,2,2
Tottenham,West Ham,1,1
Chelsea,Leicester,0,0
Crystal Palace,Burnley,1,0
Huddersfield,West Ham,1,4
Newcastle,Swansea,1,1
Tottenham,Everton,4,0
Watford,Southampton,2,2
West Brom,Brighton,2,0
Bournemouth,Arsenal,2,1
Liverpool,Man City,4,3
Man United,Stoke,3,0
Arsenal,Crystal Palace,4,1
Brighton,Chelsea,0,4
Burnley,Man United,0,1
Everton,West Brom,1,1
Leicester,Watford,2,0
Man City,Newcastle,3,1
Stoke,Huddersfield,2,0
West Ham,Bournemouth,1,1
Southampton,Tottenham,1,1
Swansea,Liverpool,1,0
Huddersfield,Liverpool,0,3
Swansea,Arsenal,3,1
West Ham,Crystal Palace,1,1
Chelsea,Bournemouth,0,3
Everton,Leicester,2,1
Man City,West Brom,3,0
Newcastle,Burnley,1,1
Southampton,Brighton,1,1
Stoke,Watford,0,0
Tottenham,Man United,2,0
Arsenal,Everton,5,1
Bournemouth,Stoke,2,1
Brighton,West Ham,3,1
Burnley,Man City,1,1
Leicester,Swansea,1,1
Man United,Huddersfield,2,0
West Brom,Southampton,2,3
Crystal Palace,Newcastle,1,1
Liverpool,Tottenham,2,2
Watford,Chelsea,4,1
Everton,Crystal Palace,3,1
Man City,Leicester,5,1
Stoke,Brighton,1,1
Swansea,Burnley,1,0
Tottenham,Arsenal,1,0
West Ham,Watford,2,0
Huddersfield,Bournemouth,4,1
Newcastle,Man United,1,0
Southampton,Liverpool,0,2
Chelsea,West Brom,3,0
Bournemouth,Newcastle,2,2
Brighton,Swansea,4,1
Burnley,Southampton,1,1
Leicester,Stoke,1,1
Liverpool,West Ham,4,1
Watford,Everton,1,0
West Brom,Huddersfield,1,2
Crystal Palace,Tottenham,0,1
Man United,Chelsea,2,1
Arsenal,Man City,0,3
Burnley,Everton,2,1
Leicester,Bournemouth,1,1
Liverpool,Newcastle,2,0
Southampton,Stoke,0,0
Swansea,West Ham,4,1
Tottenham,Huddersfield,2,0
Watford,West Brom,1,0
Brighton,Arsenal,2,1
Man City,Chelsea,1,0
Crystal Palace,Man United,2,3
Chelsea,Crystal Palace,2,1
Everton,Brighton,2,0
Huddersfield,Swansea,0,0
Man United,Liverpool,2,1
Newcastle,Southampton,3,0
West Brom,Leicester,1,4
West Ham,Burnley,0,3
Arsenal,Watford,3,0
Bournemouth,Tottenham,1,4
Stoke,Man City,0,2
Bournemouth,West Brom,2,1
Huddersfield,Crystal Palace,0,2
Liverpool,Watford,5,0
Stoke,Everton,1,2
Brighton,Leicester,0,2
Crystal Palace,Liverpool,1,2
Everton,Man City,1,3
Man United,Swansea,2,0
Newcastle,Huddersfield,1,0
Watford,Bournemouth,2,2
West Brom,Burnley,1,2
West Ham,Southampton,3,0
Arsenal,Stoke,3,0
Chelsea,Tottenham,1,3
Bournemouth,Crystal Palace,2,2
Brighton,Huddersfield,1,1
Everton,Liverpool,0,0
Leicester,Newcastle,1,2
Man City,Man United,2,3
Stoke,Tottenham,1,2
Watford,Burnley,1,2
West Brom,Swansea,1,1
Arsenal,Southampton,3,2
Chelsea,West Ham,1,1
Burnley,Leicester,2,1
Crystal Palace,Brighton,3,2
Huddersfield,Watford,1,0
Liverpool,Bournemouth,3,0
Southampton,Chelsea,2,3
Swansea,Everton,1,1
Tottenham,Man City,1,3
Man United,West Brom,0,1
Newcastle,Arsenal,2,1
West Ham,Stoke,1,1
Brighton,Tottenham,1,1
Bournemouth,Man United,0,2
Burnley,Chelsea,1,2
Leicester,Southampton,0,0
Watford,Crystal Palace,0,0
West Brom,Liverpool,2,2
Arsenal,West Ham,4,1
Man City,Swansea,5,0
Stoke,Burnley,1,1
Everton,Newcastle,1,0
Burnley,Brighton,0,0
Crystal Palace,Leicester,5,0
Huddersfield,Everton,0,2
Liverpool,Stoke,0,0
Newcastle,West Brom,0,1
Southampton,Bournemouth,2,1
Swansea,Chelsea,0,1
Man United,Arsenal,2,1
West Ham,Man City,1,4
Tottenham,Watford,2,0
Brighton,Man United,1,0
Bournemouth,Swansea,1,0
Everton,Southampton,1,1
Leicester,West Ham,0,2
Stoke,Crystal Palace,1,2
Watford,Newcastle,2,1
West Brom,Tottenham,1,0
Arsenal,Burnley,5,0
Chelsea,Liverpool,1,0
Man City,Huddersfield,0,0
Swansea,Southampton,0,1
Chelsea,Huddersfield,1,1
Leicester,Arsenal,3,1
Man City,Brighton,3,1
Tottenham,Newcastle,1,0
West Ham,Man United,0,0
Burnley,Bournemouth,1,2
Crystal Palace,West Brom,2,0
Huddersfield,Arsenal,0,1
Liverpool,Brighton,4,0
Man United,Watford,1,0
Newcastle,Chelsea,3,0
Southampton,Man City,0,1
Swansea,Stoke,1,2
Tottenham,Leicester,5,4
West Ham,Everton,3,1
